prvdr_id,msr_cd,scr,sample,footnote
230071,ED_1b,Not Available,0,
230071,ED_2b,Not Available,0,
230072,ED_1b,191,149,
230072,ED_2b,47,142,
230075,ED_1b,262,142,2
230075,ED_2b,64,127,2
230077,ED_1b,272,122,
230077,ED_2b,96,78,
230078,ED_1b,212,84,2
230078,ED_2b,45,83,2
230080,ED_1b,203,109,2
230080,ED_2b,65,109,2
230081,ED_1b,324,336,2
230081,ED_2b,118,322,2
230085,ED_1b,278,30,2
230085,ED_2b,79,30,2
230089,ED_1b,272,173,2
230089,ED_2b,96,173,2
230092,ED_1b,318,234,
230092,ED_2b,126,234,
230093,ED_1b,275,54,2
230093,ED_2b,80,50,2
230095,ED_1b,328,39,2
230095,ED_2b,128,22,1
230096,ED_1b,180,44,2
230096,ED_2b,51,25,2
230097,ED_1b,269,207,2
230097,ED_2b,157,206,2
230099,ED_1b,310,153,
230099,ED_2b,117,130,
230100,ED_1b,215,74,2
230100,ED_2b,51,72,2
230101,ED_1b,206,136,
230101,ED_2b,48,94,
230104,ED_1b,319,65,2
230104,ED_2b,112,58,2
230105,ED_1b,232,129,2
230105,ED_2b,100,128,2
230106,ED_1b,276,87,2
230106,ED_2b,70,87,2
230108,ED_1b,182,85,2
230108,ED_2b,40,79,2
230110,ED_1b,257,93,2
230110,ED_2b,55,91,2
230117,ED_1b,272,134,2
230117,ED_2b,123,121,2
230118,ED_1b,195,63,2
230118,ED_2b,60,54,2
230121,ED_1b,Too few cases,Too few cases,1
230121,ED_2b,Too few cases,Too few cases,1
230130,ED_1b,340,120,2
230130,ED_2b,92,120,2
230132,ED_1b,386,154,2
230132,ED_2b,148,152,2
230133,ED_1b,304,70,2
230133,ED_2b,140,56,2
230141,ED_1b,401,186,2
230141,ED_2b,146,174,2
230142,ED_1b,382,181,2
230142,ED_2b,113,181,2
230146,ED_1b,416,212,
230146,ED_2b,212,192,
230151,ED_1b,382,216,
230151,ED_2b,199,216,
230156,ED_1b,326,147,2
230156,ED_2b,112,144,2
230165,ED_1b,316,106,
230165,ED_2b,67,100,
230167,ED_1b,405,117,2
230167,ED_2b,163,112,2
230174,ED_1b,270,102,2
230174,ED_2b,124,101,2
230176,ED_1b,384,202,2
230176,ED_2b,133,202,2
230180,ED_1b,255,151,2
230180,ED_2b,89,127,2
230193,ED_1b,364,232,2
230193,ED_2b,162,230,2
230195,ED_1b,316,229,
230195,ED_2b,126,219,
230197,ED_1b,387,33,2
230197,ED_2b,153,33,2
230207,ED_1b,272,161,2
230207,ED_2b,158,146,2
230208,ED_1b,164,208,
230208,ED_2b,51,207,
230212,ED_1b,Not Available,Not Available,5
230212,ED_2b,Not Available,Not Available,5
230216,ED_1b,308,150,2
230216,ED_2b,100,150,2
230217,ED_1b,282,67,2
230217,ED_2b,51,65,2
230222,ED_1b,258,160,2
230222,ED_2b,86,140,2
230227,ED_1b,298,207,2
230227,ED_2b,141,167,2
230230,ED_1b,355,159,2
230230,ED_2b,91,151,2
230236,ED_1b,186,228,
230236,ED_2b,48,223,
230239,ED_1b,252,106,2
230239,ED_2b,57,105,2
230241,ED_1b,226,104,
230241,ED_2b,70,80,
230244,ED_1b,444,221,2
230244,ED_2b,201,221,2
230254,ED_1b,376,171,
230254,ED_2b,146,171,
230259,ED_1b,287,68,
230259,ED_2b,63,67,
230264,ED_1b,Not Available,0,
230264,ED_2b,Not Available,0,
230269,ED_1b,331,177,2
230269,ED_2b,118,177,2
230270,ED_1b,465,160,2
230270,ED_2b,202,160,2
230273,ED_1b,288,170,2
230273,ED_2b,107,168,2
230275,ED_1b,Not Available,0,
230275,ED_2b,Not Available,0,
230277,ED_1b,205,171,2
230277,ED_2b,73,169,2
230279,ED_1b,Not Available,Not Available,5
230279,ED_2b,Not Available,Not Available,5
230297,ED_1b,Not Available,0,2
230297,ED_2b,Not Available,0,2
230301,ED_1b,Not Available,0,2
230301,ED_2b,Not Available,0,2
230302,ED_1b,307,137,2
230302,ED_2b,265,135,2
231300,ED_1b,Not Available,Not Available,5
231300,ED_2b,Not Available,Not Available,5
231301,ED_1b,Not Available,Not Available,5
231301,ED_2b,Not Available,Not Available,5
231303,ED_1b,Not Available,Not Available,5
231303,ED_2b,Not Available,Not Available,5
231304,ED_1b,Not Available,Not Available,5
231304,ED_2b,Not Available,Not Available,5
231305,ED_1b,Not Available,Not Available,5
231305,ED_2b,Not Available,Not Available,5
231306,ED_1b,Not Available,Not Available,5
231306,ED_2b,Not Available,Not Available,5
231307,ED_1b,Not Available,Not Available,5
231307,ED_2b,Not Available,Not Available,5
231308,ED_1b,Not Available,Not Available,5
231308,ED_2b,Not Available,Not Available,5
231309,ED_1b,Not Available,Not Available,5
231309,ED_2b,Not Available,Not Available,5
231310,ED_1b,Not Available,Not Available,5
231310,ED_2b,Not Available,Not Available,5
231311,ED_1b,Not Available,Not Available,5
231311,ED_2b,Not Available,Not Available,5
231312,ED_1b,Not Available,Not Available,5
231312,ED_2b,Not Available,Not Available,5
231313,ED_1b,Not Available,Not Available,5
231313,ED_2b,Not Available,Not Available,5
231314,ED_1b,Not Available,Not Available,5
231314,ED_2b,Not Available,Not Available,5
231315,ED_1b,Not Available,Not Available,5
231315,ED_2b,Not Available,Not Available,5
231316,ED_1b,254,12,1
231316,ED_2b,80,12,1
231317,ED_1b,240,60,
231317,ED_2b,38,52,
231318,ED_1b,Not Available,Not Available,5
231318,ED_2b,Not Available,Not Available,5
231319,ED_1b,Not Available,Not Available,5
231319,ED_2b,Not Available,Not Available,5
231320,ED_1b,Not Available,Not Available,5
231320,ED_2b,Not Available,Not Available,5
231321,ED_1b,237,34,2
231321,ED_2b,47,34,2
231322,ED_1b,Not Available,Not Available,5
231322,ED_2b,Not Available,Not Available,5
231323,ED_1b,Not Available,Not Available,5
231323,ED_2b,Not Available,Not Available,5
231324,ED_1b,Not Available,Not Available,5
231324,ED_2b,Not Available,Not Available,5
231325,ED_1b,Not Available,Not Available,5
231325,ED_2b,Not Available,Not Available,5
231326,ED_1b,215,135,
231326,ED_2b,40,134,
231327,ED_1b,Not Available,Not Available,5
231327,ED_2b,Not Available,Not Available,5
231328,ED_1b,Not Available,Not Available,5
231328,ED_2b,Not Available,Not Available,5
231329,ED_1b,Not Available,Not Available,5
231329,ED_2b,Not Available,Not Available,5
231330,ED_1b,210,67,
231330,ED_2b,40,67,
231331,ED_1b,212,90,2
231331,ED_2b,68,68,2
231332,ED_1b,Not Available,Not Available,5
231332,ED_2b,Not Available,Not Available,5
231333,ED_1b,Not Available,Not Available,5
231333,ED_2b,Not Available,Not Available,5
231334,ED_1b,222,69,2
231334,ED_2b,71,69,2
231335,ED_1b,Not Available,Not Available,5
231335,ED_2b,Not Available,Not Available,5
233300,ED_1b,Not Available,Not Available,5
233300,ED_2b,Not Available,Not Available,5
240001,ED_1b,221,207,
240001,ED_2b,111,207,
240002,ED_1b,231,106,2
240002,ED_2b,107,102,2
240004,ED_1b,286,170,2
240004,ED_2b,219,169,2
240006,ED_1b,266,130,
240006,ED_2b,60,57,
240010,ED_1b,208,156,
240010,ED_2b,Not Available,0,
240014,ED_1b,194,76,
240014,ED_2b,71,75,
240018,ED_1b,173,53,2
240018,ED_2b,45,53,2
240019,ED_1b,Not Available,0,
240019,ED_2b,Not Available,0,
240020,ED_1b,186,85,
240020,ED_2b,49,80,
240022,ED_1b,166,80,2
240022,ED_2b,26,72,2
240030,ED_1b,216,93,2
240030,ED_2b,49,80,2
240036,ED_1b,211,129,
240036,ED_2b,76,125,
240038,ED_1b,240,113,
240038,ED_2b,99,113,
240040,ED_1b,207,53,2
240040,ED_2b,60,45,2
240043,ED_1b,197,71,
240043,ED_2b,40,37,
240044,ED_1b,152,86,2
240044,ED_2b,28,76,2
240047,ED_1b,196,138,2
240047,ED_2b,80,138,2
240050,ED_1b,296,146,2
240050,ED_2b,106,140,2
240052,ED_1b,151,65,
240052,ED_2b,33,45,
240053,ED_1b,251,141,2
240053,ED_2b,102,140,2
240056,ED_1b,198,120,
240056,ED_2b,51,120,
240057,ED_1b,249,93,
240057,ED_2b,107,92,
240059,ED_1b,202,46,2
240059,ED_2b,46,43,2
240061,ED_1b,Not Available,0,
240061,ED_2b,Not Available,0,
240063,ED_1b,228,163,
240063,ED_2b,59,162,
240064,ED_1b,215,59,2
240064,ED_2b,75,59,2
240066,ED_1b,175,41,
240066,ED_2b,42,30,
240069,ED_1b,210,58,
240069,ED_2b,56,58,
240071,ED_1b,210,57,
240071,ED_2b,50,37,
240075,ED_1b,162,144,
240075,ED_2b,39,144,
240076,ED_1b,205,83,
240076,ED_2b,63,82,
240078,ED_1b,269,131,2
240078,ED_2b,104,129,2
240080,ED_1b,270,71,2
240080,ED_2b,103,65,2
240084,ED_1b,170,67,
240084,ED_2b,35,52,
240088,ED_1b,210,71,
240088,ED_2b,88,62,
240093,ED_1b,218,135,
240093,ED_2b,105,125,
240100,ED_1b,212,84,2
240100,ED_2b,44,58,2
240101,ED_1b,219,59,2
240101,ED_2b,40,57,2
240104,ED_1b,188,151,
240104,ED_2b,72,151,
240106,ED_1b,275,159,
240106,ED_2b,122,159,
240115,ED_1b,272,165,
240115,ED_2b,146,165,
240117,ED_1b,185,81,
240117,ED_2b,55,37,
240132,ED_1b,242,130,
240132,ED_2b,143,129,
240141,ED_1b,264,70,2
240141,ED_2b,104,70,2
240166,ED_1b,175,84,
240166,ED_2b,41,69,
240187,ED_1b,230,74,
240187,ED_2b,30,74,
240196,ED_1b,Not Available,0,2
240196,ED_2b,Not Available,0,2
240206,ED_1b,270,78,
240206,ED_2b,88,78,
240207,ED_1b,260,147,2
240207,ED_2b,92,147,2
240210,ED_1b,232,184,
240210,ED_2b,55,184,
240213,ED_1b,234,145,
240213,ED_2b,68,145,
240214,ED_1b,203,82,
240214,ED_2b,54,82,
241300,ED_1b,Not Available,Not Available,5
241300,ED_2b,Not Available,Not Available,5
241301,ED_1b,88,20,1
241301,ED_2b,15,13,1
241302,ED_1b,Too few cases,Too few cases,1
241302,ED_2b,Not Available,0,
241303,ED_1b,114,24,1
241303,ED_2b,20,14,1
241304,ED_1b,Too few cases,Too few cases,1
241304,ED_2b,Too few cases,Too few cases,1
241305,ED_1b,Not Available,Not Available,5
241305,ED_2b,Not Available,Not Available,5
241306,ED_1b,Too few cases,Too few cases,1
241306,ED_2b,Too few cases,Too few cases,1
241308,ED_1b,102,20,1
241308,ED_2b,Not Available,0,
241309,ED_1b,140,46,
241309,ED_2b,25,14,1
241311,ED_1b,Not Available,Not Available,5
241311,ED_2b,Not Available,Not Available,5
241312,ED_1b,Not Available,Not Available,5
241312,ED_2b,Not Available,Not Available,5
241313,ED_1b,Not Available,0,
241313,ED_2b,Not Available,0,
241314,ED_1b,80,18,1
241314,ED_2b,0,18,1
241315,ED_1b,134,27,
241315,ED_2b,Not Available,0,
241316,ED_1b,98,47,
241316,ED_2b,7,46,
241317,ED_1b,Not Available,Not Available,5
241317,ED_2b,Not Available,Not Available,5
241318,ED_1b,114,36,
241318,ED_2b,12,22,1
241319,ED_1b,109,21,1
241319,ED_2b,5,21,1
241320,ED_1b,168,35,
241320,ED_2b,50,33,
241321,ED_1b,Not Available,Not Available,5
241321,ED_2b,Not Available,Not Available,5
241322,ED_1b,136,66,
241322,ED_2b,0,60,
241323,ED_1b,Too few cases,Too few cases,1
241323,ED_2b,Too few cases,Too few cases,1
241325,ED_1b,Not Available,Not Available,5
241325,ED_2b,Not Available,Not Available,5
241326,ED_1b,Not Available,Not Available,5
241326,ED_2b,Not Available,Not Available,5
241327,ED_1b,100,55,
241327,ED_2b,0,43,
241328,ED_1b,132,28,2
241328,ED_2b,18,20,1
241329,ED_1b,182,27,2
241329,ED_2b,45,25,2
241330,ED_1b,119,25,
241330,ED_2b,5,25,
241331,ED_1b,Too few cases,Too few cases,1
241331,ED_2b,Too few cases,Too few cases,1
241332,ED_1b,144,50,
241332,ED_2b,15,33,
241333,ED_1b,99,33,
241333,ED_2b,11,12,1
241334,ED_1b,196,37,
241334,ED_2b,52,25,
241335,ED_1b,Too few cases,Too few cases,1
241335,ED_2b,Too few cases,Too few cases,1
241336,ED_1b,Not Available,Not Available,5
241336,ED_2b,Not Available,Not Available,5
241337,ED_1b,Not Available,Not Available,5
241337,ED_2b,Not Available,Not Available,5
241338,ED_1b,162,27,
241338,ED_2b,Too few cases,Too few cases,1
241339,ED_1b,Too few cases,Too few cases,1
241339,ED_2b,Too few cases,Too few cases,1
241340,ED_1b,Not Available,Not Available,5
241340,ED_2b,Not Available,Not Available,5
241341,ED_1b,Too few cases,Too few cases,1
241341,ED_2b,Too few cases,Too few cases,1
241342,ED_1b,91,46,
241342,ED_2b,0,25,
241343,ED_1b,Not Available,Not Available,5
241343,ED_2b,Not Available,Not Available,5
241344,ED_1b,163,93,
241344,ED_2b,28,89,
241345,ED_1b,184,36,2
241345,ED_2b,38,30,2
241346,ED_1b,147,26,
241346,ED_2b,18,18,1
241347,ED_1b,85,25,
241347,ED_2b,Not Available,0,
241348,ED_1b,Too few cases,Too few cases,1
241348,ED_2b,Too few cases,Too few cases,1
241349,ED_1b,135,25,
241349,ED_2b,Too few cases,Too few cases,1
241350,ED_1b,216,70,2
241350,ED_2b,156,69,2
241351,ED_1b,142,71,2
241351,ED_2b,0,64,2
241352,ED_1b,79,35,
241352,ED_2b,14,18,1
241353,ED_1b,208,148,2
241353,ED_2b,66,134,2
241354,ED_1b,175,81,
241354,ED_2b,38,81,
241355,ED_1b,208,46,2
241355,ED_2b,38,46,2
241356,ED_1b,180,116,2
241356,ED_2b,29,116,2
241357,ED_1b,Not Available,Not Available,5
241357,ED_2b,Not Available,Not Available,5
241359,ED_1b,164,42,2
241359,ED_2b,34,41,2
241360,ED_1b,195,37,
241360,ED_2b,45,36,
241361,ED_1b,Not Available,0,
241361,ED_2b,Not Available,0,
241362,ED_1b,197,77,2
241362,ED_2b,49,75,2
241363,ED_1b,75,23,1
241363,ED_2b,20,16,1
241364,ED_1b,198,85,2
241364,ED_2b,53,77,2
241365,ED_1b,90,26,
241365,ED_2b,10,15,1
241366,ED_1b,180,16,1
241366,ED_2b,Too few cases,Too few cases,1
241367,ED_1b,181,111,
241367,ED_2b,40,109,
241368,ED_1b,123,57,
241368,ED_2b,6,24,1
241369,ED_1b,140,77,
241369,ED_2b,0,77,
241370,ED_1b,225,59,
241370,ED_2b,60,30,
241371,ED_1b,126,63,2
241371,ED_2b,4,48,2
241372,ED_1b,Not Available,Not Available,5
241372,ED_2b,Not Available,Not Available,5
241373,ED_1b,Too few cases,Too few cases,1
241373,ED_2b,Too few cases,Too few cases,1
241374,ED_1b,100,24,1
241374,ED_2b,6,16,1
241375,ED_1b,147,13,1
241375,ED_2b,0,13,1
241376,ED_1b,97,94,
241376,ED_2b,15,50,
241377,ED_1b,174,14,1
241377,ED_2b,32,11,1
241378,ED_1b,215,73,
241378,ED_2b,69,71,
241379,ED_1b,Not Available,Not Available,5
241379,ED_2b,Not Available,Not Available,5
241380,ED_1b,226,58,
241380,ED_2b,54,56,
241381,ED_1b,190,30,2
241381,ED_2b,43,11,1
243302,ED_1b,Not Available,Not Available,5
243302,ED_2b,Not Available,Not Available,5
250001,ED_1b,362,91,2
250001,ED_2b,125,73,2
250002,ED_1b,180,116,
250002,ED_2b,45,90,
250004,ED_1b,208,146,2
250004,ED_2b,62,136,2
250006,ED_1b,196,96,2
250006,ED_2b,32,96,2
250007,ED_1b,278,145,2
250007,ED_2b,76,144,2
250009,ED_1b,240,162,2
250009,ED_2b,72,162,2
250010,ED_1b,256,102,
250010,ED_2b,66,66,
250012,ED_1b,200,31,2
250012,ED_2b,50,29,2
250015,ED_1b,178,285,
250015,ED_2b,25,281,
250017,ED_1b,158,92,2
250017,ED_2b,31,91,2
250019,ED_1b,248,185,
250019,ED_2b,46,180,
250020,ED_1b,148,83,2
250020,ED_2b,30,54,2
250025,ED_1b,242,135,2
250025,ED_2b,84,135,2
250027,ED_1b,223,100,
250027,ED_2b,61,82,
250031,ED_1b,174,177,2
250031,ED_2b,57,177,2
250034,ED_1b,277,159,2
250034,ED_2b,73,157,2
250036,ED_1b,246,92,2
250036,ED_2b,80,75,2
250038,ED_1b,219,77,2
250038,ED_2b,68,77,2
250040,ED_1b,243,271,
250040,ED_2b,102,242,
250042,ED_1b,206,178,2
250042,ED_2b,48,178,2
250043,ED_1b,160,107,2
250043,ED_2b,34,62,2
250044,ED_1b,202,56,2
250044,ED_2b,46,44,2
250048,ED_1b,253,191,
250048,ED_2b,72,190,
250049,ED_1b,Not Available,0,2
250049,ED_2b,Not Available,0,2
250050,ED_1b,187,61,
250050,ED_2b,57,61,
250051,ED_1b,Not Available,0,
250051,ED_2b,Not Available,0,
250057,ED_1b,215,127,2
250057,ED_2b,80,124,2
250058,ED_1b,182,150,
250058,ED_2b,42,149,
250059,ED_1b,198,164,2
250059,ED_2b,38,147,2
250060,ED_1b,Not Available,0,2
250060,ED_2b,Not Available,0,2
250061,ED_1b,Not Available,Not Available,5
250061,ED_2b,Not Available,Not Available,5
250067,ED_1b,160,68,2
250067,ED_2b,25,67,2
250069,ED_1b,198,75,2
250069,ED_2b,69,73,2
250072,ED_1b,328,172,2
250072,ED_2b,140,172,2
250077,ED_1b,183,94,
250077,ED_2b,56,91,
250078,ED_1b,238,166,2
250078,ED_2b,56,122,2
250079,ED_1b,Not Available,Not Available,5
250079,ED_2b,Not Available,Not Available,5
250081,ED_1b,Not Available,0,
250081,ED_2b,Not Available,0,
250082,ED_1b,352,137,
250082,ED_2b,98,101,
250084,ED_1b,295,68,2
250084,ED_2b,110,61,2
250085,ED_1b,215,93,2
250085,ED_2b,87,89,2
250093,ED_1b,223,101,2
250093,ED_2b,91,97,2
250094,ED_1b,205,142,2
250094,ED_2b,59,113,2
250095,ED_1b,197,51,2
250095,ED_2b,40,15,1
250096,ED_1b,224,179,2
250096,ED_2b,101,179,2
250097,ED_1b,204,208,
250097,ED_2b,62,198,
250099,ED_1b,137,119,2
250099,ED_2b,35,117,2
250100,ED_1b,234,116,2
250100,ED_2b,60,95,2
250102,ED_1b,278,85,2
250102,ED_2b,87,59,2
250104,ED_1b,191,132,
250104,ED_2b,60,127,
250117,ED_1b,241,167,2
250117,ED_2b,64,167,2
250122,ED_1b,261,113,2
250122,ED_2b,48,113,2
250123,ED_1b,230,92,2
250123,ED_2b,152,92,2
250124,ED_1b,148,78,2
250124,ED_2b,57,78,2
250126,ED_1b,200,74,2
250126,ED_2b,80,72,2
250128,ED_1b,209,45,
250128,ED_2b,45,44,
250134,ED_1b,Not Available,0,
250134,ED_2b,Not Available,0,
250136,ED_1b,Not Available,0,
250136,ED_2b,Not Available,0,
250138,ED_1b,217,95,2
250138,ED_2b,58,94,2
250141,ED_1b,314,99,2
250141,ED_2b,80,93,2
250151,ED_1b,Not Available,0,2
250151,ED_2b,Not Available,0,2
250162,ED_1b,240,26,2
250162,ED_2b,96,22,1
250163,ED_1b,Not Available,0,
250163,ED_2b,Not Available,0,
251300,ED_1b,Not Available,Not Available,5
251300,ED_2b,Not Available,Not Available,5
251303,ED_1b,Not Available,Not Available,5
251303,ED_2b,Not Available,Not Available,5
251305,ED_1b,Not Available,Not Available,5
251305,ED_2b,Not Available,Not Available,5
251308,ED_1b,250,67,
251308,ED_2b,39,65,
251309,ED_1b,Not Available,Not Available,5
251309,ED_2b,Not Available,Not Available,5
251311,ED_1b,Not Available,Not Available,5
251311,ED_2b,Not Available,Not Available,5
251312,ED_1b,Not Available,Not Available,5
251312,ED_2b,Not Available,Not Available,5
251313,ED_1b,Not Available,Not Available,5
251313,ED_2b,Not Available,Not Available,5
251315,ED_1b,Not Available,Not Available,5
251315,ED_2b,Not Available,Not Available,5
251316,ED_1b,Not Available,Not Available,5
251316,ED_2b,Not Available,Not Available,5
251317,ED_1b,Not Available,Not Available,5
251317,ED_2b,Not Available,Not Available,5
251318,ED_1b,Not Available,Not Available,5
251318,ED_2b,Not Available,Not Available,5
251319,ED_1b,170,23,1
251319,ED_2b,Too few cases,Too few cases,1
251320,ED_1b,Not Available,Not Available,5
251320,ED_2b,Not Available,Not Available,5
251322,ED_1b,Not Available,Not Available,5
251322,ED_2b,Not Available,Not Available,5
251323,ED_1b,Not Available,Not Available,5
251323,ED_2b,Not Available,Not Available,5
251324,ED_1b,165,59,2
251324,ED_2b,35,59,2
251325,ED_1b,198,38,2
251325,ED_2b,37,37,2
251326,ED_1b,160,34,2
251326,ED_2b,37,34,2
251327,ED_1b,Not Available,Not Available,5
251327,ED_2b,Not Available,Not Available,5
251330,ED_1b,Not Available,Not Available,5
251330,ED_2b,Not Available,Not Available,5
251331,ED_1b,145,57,
251331,ED_2b,47,49,
251332,ED_1b,Not Available,Not Available,5
251332,ED_2b,Not Available,Not Available,5
251333,ED_1b,Not Available,Not Available,5
251333,ED_2b,Not Available,Not Available,5
251334,ED_1b,Not Available,Not Available,5
251334,ED_2b,Not Available,Not Available,5
251335,ED_1b,Not Available,Not Available,5
251335,ED_2b,Not Available,Not Available,5
260001,ED_1b,Not Available,Not Available,5
260001,ED_2b,Not Available,Not Available,5
260004,ED_1b,165,53,
260004,ED_2b,25,43,
260005,ED_1b,228,182,
260005,ED_2b,128,166,
260006,ED_1b,209,153,2
260006,ED_2b,70,152,2
260009,ED_1b,231,173,2
260009,ED_2b,65,146,2
260011,ED_1b,249,155,
260011,ED_2b,99,142,
260015,ED_1b,248,93,2
260015,ED_2b,69,93,2
260017,ED_1b,254,150,2
260017,ED_2b,78,128,2
260020,ED_1b,278,118,2
260020,ED_2b,137,113,2
260022,ED_1b,216,94,2
260022,ED_2b,61,87,2
260023,ED_1b,276,213,
260023,ED_2b,97,213,
260024,ED_1b,218,65,2
260024,ED_2b,48,65,2
260025,ED_1b,256,207,2
260025,ED_2b,57,173,2
260027,ED_1b,230,121,2
260027,ED_2b,99,121,2
260032,ED_1b,339,79,2
260032,ED_2b,160,78,2
260034,ED_1b,159,127,2
260034,ED_2b,48,126,2
260040,ED_1b,318,152,
260040,ED_2b,113,152,
260047,ED_1b,222,149,
260047,ED_2b,96,143,
260048,ED_1b,521,143,2
260048,ED_2b,188,140,2
260050,ED_1b,184,51,
260050,ED_2b,48,48,
260052,ED_1b,236,170,2
260052,ED_2b,157,154,2
260057,ED_1b,145,120,2
260057,ED_2b,50,102,2
260059,ED_1b,259,91,2
260059,ED_2b,153,80,2
260061,ED_1b,204,68,2
260061,ED_2b,65,58,2
260062,ED_1b,244,133,
260062,ED_2b,78,131,
260064,ED_1b,175,95,2
260064,ED_2b,53,65,2
260065,ED_1b,277,113,2
260065,ED_2b,148,92,2
260068,ED_1b,172,93,2
260068,ED_2b,42,50,2
260070,ED_1b,279,203,2
260070,ED_2b,75,201,2
260074,ED_1b,202,96,2
260074,ED_2b,44,95,2
260077,ED_1b,300,222,
260077,ED_2b,175,215,
260078,ED_1b,279,285,
260078,ED_2b,88,279,
260080,ED_1b,224,53,
260080,ED_2b,80,48,
260081,ED_1b,284,144,
260081,ED_2b,116,136,
260085,ED_1b,316,151,2
260085,ED_2b,125,151,2
260091,ED_1b,327,93,
260091,ED_2b,166,89,
260094,ED_1b,209,164,2
260094,ED_2b,51,160,2
260095,ED_1b,244,211,2
260095,ED_2b,77,211,2
260096,ED_1b,214,149,2
260096,ED_2b,93,147,2
260097,ED_1b,226,123,
260097,ED_2b,64,104,
260102,ED_1b,298,82,2
260102,ED_2b,103,63,2
260104,ED_1b,316,144,
260104,ED_2b,127,114,
260105,ED_1b,288,167,2
260105,ED_2b,125,149,2
260108,ED_1b,283,126,2
260108,ED_2b,69,125,2
260110,ED_1b,218,260,2
260110,ED_2b,45,259,2
260113,ED_1b,260,99,2
260113,ED_2b,65,87,2
260115,ED_1b,258,71,2
260115,ED_2b,36,70,2
260116,ED_1b,238,103,2
260116,ED_2b,84,96,2
260119,ED_1b,326,147,2
260119,ED_2b,160,147,2
260137,ED_1b,477,119,2
260137,ED_2b,281,104,2
260138,ED_1b,222,120,
260138,ED_2b,57,115,
260141,ED_1b,236,98,2
260141,ED_2b,65,91,2
260142,ED_1b,145,107,2
260142,ED_2b,32,93,2
260147,ED_1b,151,34,
260147,ED_2b,13,26,
260160,ED_1b,200,198,2
260160,ED_2b,40,134,2
260162,ED_1b,199,41,2
260162,ED_2b,63,37,2
260163,ED_1b,258,87,2
260163,ED_2b,65,74,2
260175,ED_1b,213,95,2
260175,ED_2b,65,90,2
260176,ED_1b,230,127,2
260176,ED_2b,87,126,2
260177,ED_1b,239,235,2
260177,ED_2b,50,187,2
260179,ED_1b,219,147,2
260179,ED_2b,97,147,2
260180,ED_1b,374,218,2
260180,ED_2b,153,148,2
260183,ED_1b,204,153,
260183,ED_2b,61,153,
260186,ED_1b,228,292,2
260186,ED_2b,80,205,2
260190,ED_1b,196,155,2
260190,ED_2b,65,93,2
260191,ED_1b,219,174,2
260191,ED_2b,55,174,2
260193,ED_1b,238,141,2
260193,ED_2b,76,141,2
260195,ED_1b,206,97,
260195,ED_2b,84,87,
260200,ED_1b,276,133,
260200,ED_2b,120,94,
260207,ED_1b,247,118,2
260207,ED_2b,43,104,2
260209,ED_1b,186,57,
260209,ED_2b,60,39,
260210,ED_1b,374,92,2
260210,ED_2b,104,91,2
260211,ED_1b,Not Available,Not Available,5
260211,ED_2b,Not Available,Not Available,5
260214,ED_1b,228,107,2
260214,ED_2b,63,107,2
260216,ED_1b,234,174,
260216,ED_2b,98,172,
260219,ED_1b,250,78,2
260219,ED_2b,54,63,2
261303,ED_1b,Not Available,Not Available,5
261303,ED_2b,Not Available,Not Available,5
261304,ED_1b,Not Available,Not Available,5
261304,ED_2b,Not Available,Not Available,5
261305,ED_1b,Not Available,Not Available,5
261305,ED_2b,Not Available,Not Available,5
261306,ED_1b,Not Available,Not Available,5
261306,ED_2b,Not Available,Not Available,5
261307,ED_1b,Not Available,Not Available,5
261307,ED_2b,Not Available,Not Available,5
261308,ED_1b,Not Available,Not Available,5
261308,ED_2b,Not Available,Not Available,5
261309,ED_1b,142,97,
261309,ED_2b,43,33,
261310,ED_1b,199,49,
261310,ED_2b,34,49,
261311,ED_1b,Not Available,Not Available,5
261311,ED_2b,Not Available,Not Available,5
261312,ED_1b,Not Available,Not Available,5
261312,ED_2b,Not Available,Not Available,5
261314,ED_1b,Not Available,Not Available,5
261314,ED_2b,Not Available,Not Available,5
261316,ED_1b,214,85,
261316,ED_2b,56,84,
261317,ED_1b,226,49,
261317,ED_2b,57,47,
261318,ED_1b,Not Available,Not Available,5
261318,ED_2b,Not Available,Not Available,5
261319,ED_1b,Not Available,Not Available,5
261319,ED_2b,Not Available,Not Available,5
261320,ED_1b,152,116,2
261320,ED_2b,90,114,2
261321,ED_1b,Not Available,Not Available,5
261321,ED_2b,Not Available,Not Available,5
261324,ED_1b,Not Available,Not Available,5
261324,ED_2b,Not Available,Not Available,5
261325,ED_1b,Not Available,Not Available,5
261325,ED_2b,Not Available,Not Available,5
261326,ED_1b,Not Available,Not Available,5
261326,ED_2b,Not Available,Not Available,5
261327,ED_1b,Not Available,Not Available,5
261327,ED_2b,Not Available,Not Available,5
261328,ED_1b,Not Available,Not Available,5
261328,ED_2b,Not Available,Not Available,5
261329,ED_1b,Not Available,Not Available,5
261329,ED_2b,Not Available,Not Available,5
261330,ED_1b,Not Available,Not Available,5
261330,ED_2b,Not Available,Not Available,5
261331,ED_1b,Not Available,Not Available,5
261331,ED_2b,Not Available,Not Available,5
261332,ED_1b,124,47,
261332,ED_2b,35,43,
261333,ED_1b,Not Available,Not Available,5
261333,ED_2b,Not Available,Not Available,5
261335,ED_1b,224,60,
261335,ED_2b,44,54,
263302,ED_1b,Not Available,Not Available,5
263302,ED_2b,Not Available,Not Available,5
270003,ED_1b,259,172,
